file_name,label,reciter,surah,duration_seconds,sample_rate_hz,generation_method,source
109_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,109,28.108,22050,,Authentic recording
109_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,109,36.246,44100,,Authentic recording
109_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,109,24,48000,,Authentic recording
109_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,109,29.205,44100,,Authentic recording
109_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,109,27.742,44100,,Authentic recording
109_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,109,35.814,44100,,Authentic recording
109_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,109,27.664,44100,,Authentic recording
109_Ali-Jabir_Real.wav,authentic,Ali-Jabir,109,37.773,22050,,Authentic recording
109_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,109,33.071,22050,,Authentic recording
109_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,109,54.256,44100,,Authentic recording
110_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,110,30.302,22050,,Authentic recording
110_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,110,23.263,44100,,Authentic recording
110_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,110,21.996,48000,,Authentic recording
110_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,110,25.443,44100,,Authentic recording
110_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,110,18.678,44100,,Authentic recording
110_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,110,30.015,44100,,Authentic recording
110_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,110,24.66,44100,,Authentic recording
110_Ali-Jabir_Real.wav,authentic,Ali-Jabir,110,27.899,22050,,Authentic recording
110_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,110,24.085,22050,,Authentic recording
110_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,110,34.926,44100,,Authentic recording
111_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,111,29.283,22050,,Authentic recording
111_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,111,28.54,44100,,Authentic recording
111_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,111,24,48000,,Authentic recording
111_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,111,28.238,44100,,Authentic recording
111_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,111,23.353,44100,,Authentic recording
111_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,111,32.993,44100,,Authentic recording
111_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,111,26.776,44100,,Authentic recording
111_Ali-Jabir_Real.wav,authentic,Ali-Jabir,111,29.884,22050,,Authentic recording
111_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,111,31.112,22050,,Authentic recording
111_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,111,41.561,44100,,Authentic recording
112_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,112,18.26,22050,,Authentic recording
112_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,112,13.702,44100,,Authentic recording
112_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,112,13.992,48000,,Authentic recording
112_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,112,17.868,44100,,Authentic recording
112_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,112,11.207,44100,,Authentic recording
112_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,112,21.081,44100,,Authentic recording
112_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,112,15.308,44100,,Authentic recording
112_Ali-Jabir_Real.wav,authentic,Ali-Jabir,112,18.547,22050,,Authentic recording
112_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,112,16.091,22050,,Authentic recording
112_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,112,21.682,44100,,Authentic recording
113_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,113,28.16,22050,,Authentic recording
113_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,113,24.465,44100,,Authentic recording
113_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,113,22.992,48000,,Authentic recording
113_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,113,26.384,44100,,Authentic recording
113_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,113,19.931,44100,,Authentic recording
113_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,113,29.231,44100,,Authentic recording
113_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,113,23.641,44100,,Authentic recording
113_Ali-Jabir_Real.wav,authentic,Ali-Jabir,113,28.526,22050,,Authentic recording
113_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,113,24.085,22050,,Authentic recording
113_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,113,33.045,44100,,Authentic recording
114_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,114,33.724,22050,,Authentic recording
114_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,114,29.872,44100,,Authentic recording
114_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,114,27.996,48000,,Authentic recording
114_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,114,28.604,44100,,Authentic recording
114_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,114,23.928,44100,,Authentic recording
114_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,114,44.225,44100,,Authentic recording
114_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,114,33.123,44100,,Authentic recording
114_Ali-Jabir_Real.wav,authentic,Ali-Jabir,114,39.628,22050,,Authentic recording
114_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,114,29.127,22050,,Authentic recording
114_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,114,50.024,44100,,Authentic recording
1_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,1,41.784,44100,,Authentic recording
1_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,1,53.21,48000,,Authentic recording
1_Abdullah-Al-Qarafi_Real.wav,authentic,Abdullah-Al-Qarafi,1,67.762,22050,,Authentic recording
1_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,1,60.447,44100,,Authentic recording
1_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,1,53.107,44100,,Authentic recording
1_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,1,39.628,44100,,Authentic recording
1_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,1,51.07,44100,,Authentic recording
1_Ali-Jabir_Real.wav,authentic,Ali-Jabir,1,62.929,22050,,Authentic recording
1_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,1,37.12,22050,,Authentic recording
1_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,1,51.905,44100,,Authentic recording
86_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,86,95.582,22050,,Authentic recording
86_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,86,87.838,44100,,Authentic recording
86_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,86,63.996,48000,,Authentic recording
86_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,86,72.438,44100,,Authentic recording
86_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,86,65.489,44100,,Authentic recording
86_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,86,85.682,44100,,Authentic recording
86_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,86,67.007,44100,,Authentic recording
86_Ali-Jabir_Real.wav,authentic,Ali-Jabir,86,72.803,22050,,Authentic recording
86_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,86,67.056,22050,,Authentic recording
86_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,86,100.206,44100,,Authentic recording
87_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,87,85.447,22050,,Authentic recording
87_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,87,100.638,44100,,Authentic recording
87_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,87,85.992,48000,,Authentic recording
87_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,87,70.4,44100,,Authentic recording
87_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,87,72.62,44100,,Authentic recording
87_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,87,87.641,44100,,Authentic recording
87_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,87,72.829,44100,,Authentic recording
87_Ali-Jabir_Real.wav,authentic,Ali-Jabir,87,81.763,22050,,Authentic recording
87_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,87,79.125,22050,,Authentic recording
87_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,87,107.781,44100,,Authentic recording
88_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,88,114.965,22050,,Authentic recording
88_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,88,125.741,44100,,Authentic recording
88_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,88,108.996,48000,,Authentic recording
88_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,88,100.258,44100,,Authentic recording
88_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,88,102.4,44100,,Authentic recording
88_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,88,124.5,44100,,Authentic recording
88_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,88,101.512,44100,,Authentic recording
88_Ali-Jabir_Real.wav,authentic,Ali-Jabir,88,117.891,22050,,Authentic recording
88_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,88,98.09,22050,,Authentic recording
88_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,88,134.139,44100,,Authentic recording
90_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,90,92.682,22050,,Authentic recording
90_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,90,109.128,44100,,Authentic recording
90_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,90,82.992,48000,,Authentic recording
90_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,90,79.804,44100,,Authentic recording
90_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,90,82.678,44100,,Authentic recording
90_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,90,100.989,44100,,Authentic recording
90_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,90,86.073,44100,,Authentic recording
90_Ali-Jabir_Real.wav,authentic,Ali-Jabir,90,97.358,22050,,Authentic recording
90_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,90,92.134,22050,,Authentic recording
90_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,90,120.007,44100,,Authentic recording
91_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,91,77.349,22050,,Authentic recording
91_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,91,80.524,44100,,Authentic recording
91_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,91,63,48000,,Authentic recording
91_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,91,61.44,44100,,Authentic recording
91_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,91,61.623,44100,,Authentic recording
91_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,91,70.792,44100,,Authentic recording
91_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,91,69.642,44100,,Authentic recording
91_Ali-Jabir_Real.wav,authentic,Ali-Jabir,91,76.983,22050,,Authentic recording
91_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,91,62.145,22050,,Authentic recording
91_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,91,84.402,44100,,Authentic recording
92_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,92,97.776,22050,,Authentic recording
92_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,92,108.527,44100,,Authentic recording
92_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,92,76.992,48000,,Authentic recording
92_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,92,76.539,44100,,Authentic recording
92_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,92,82.834,44100,,Authentic recording
92_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,92,94.694,44100,,Authentic recording
92_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,92,85.656,44100,,Authentic recording
92_Ali-Jabir_Real.wav,authentic,Ali-Jabir,92,89.365,22050,,Authentic recording
92_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,92,83.122,22050,,Authentic recording
92_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,92,111.595,44100,,Authentic recording
93_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,93,56.085,22050,,Authentic recording
93_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,93,59.521,44100,,Authentic recording
93_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,93,48,48000,,Authentic recording
93_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,93,44.931,44100,,Authentic recording
93_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,93,45.714,44100,,Authentic recording
93_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,93,58.697,44100,,Authentic recording
93_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,93,51.069,44100,,Authentic recording
93_Ali-Jabir_Real.wav,authentic,Ali-Jabir,93,53.238,22050,,Authentic recording
93_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,93,48.144,22050,,Authentic recording
93_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,93,65.097,44100,,Authentic recording
94_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,94,32.784,22050,,Authentic recording
94_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,94,34.522,44100,,Authentic recording
94_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,94,24.996,48000,,Authentic recording
94_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,94,28.264,44100,,Authentic recording
94_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,94,27.69,44100,,Authentic recording
94_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,94,37.538,44100,,Authentic recording
94_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,94,31.817,44100,,Authentic recording
94_Ali-Jabir_Real.wav,authentic,Ali-Jabir,94,31.765,22050,,Authentic recording
94_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,94,30.145,22050,,Authentic recording
94_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,94,42.998,44100,,Authentic recording
95_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,95,43.259,22050,,Authentic recording
95_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,95,45.598,44100,,Authentic recording
95_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,95,36.996,48000,,Authentic recording
95_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,95,39.314,44100,,Authentic recording
95_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,95,40.777,44100,,Authentic recording
95_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,95,45.296,44100,,Authentic recording
95_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,95,44.931,44100,,Authentic recording
95_Ali-Jabir_Real.wav,authentic,Ali-Jabir,95,42.423,22050,,Authentic recording
95_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,95,40.15,22050,,Authentic recording
95_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,95,64.914,44100,,Authentic recording
96_ Abdullah-Al-Qarafi_Real.wav,authentic, Abdullah-Al-Qarafi,96,83.54,22050,,Authentic recording
96_AbdulBasit-AbdulSamad_Real.wav,authentic,AbdulBasit-AbdulSamad,96,96.641,44100,,Authentic recording
96_Abdullah-Al-Johany_Real.wav,authentic,Abdullah-Al-Johany,96,69.996,48000,,Authentic recording
96_AbdulRahman-Al-Sudais_Real.wav,authentic,AbdulRahman-Al-Sudais,96,71.993,44100,,Authentic recording
96_Abu-Bakr-Al-Shatri_Real.wav,authentic,Abu-Bakr-Al-Shatri,96,73.691,44100,,Authentic recording
96_Ahmad-Aliyu-Al-Huzaify_Real.wav,authentic,Ahmad-Aliyu-Al-Huzaify,96,84.584,44100,,Authentic recording
96_Ali-Al-Hudhaifi_Real.wav,authentic,Ali-Al-Hudhaifi,96,77.061,44100,,Authentic recording
96_Ali-Jabir_Real.wav,authentic,Ali-Jabir,96,78.916,22050,,Authentic recording
96_Maher-Al-Muaiqly_Real.wav,authentic,Maher-Al-Muaiqly,96,74.136,22050,,Authentic recording
96_Mishary-Al-Afasy_Real.wav,authentic,Mishary-Al-Afasy,96,95.112,44100,,Authentic recording
102_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,102,47.726,44100,ElevenLabs,AI-generated
102_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,102,34.691,44100,ElevenLabs,AI-generated
102_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,102,40.281,44100,ElevenLabs,AI-generated
102_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,102,45.949,44100,ElevenLabs,AI-generated
102_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,102,36.676,44100,ElevenLabs,AI-generated
102_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,102,46.446,44100,ElevenLabs,AI-generated
102_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,102,46.211,44100,ElevenLabs,AI-generated
102_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,102,39.967,44100,ElevenLabs,AI-generated
102_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,102,32.366,44100,ElevenLabs,AI-generated
102_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,102,53.473,44100,ElevenLabs,AI-generated
105_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,105,32.131,44100,ElevenLabs,AI-generated
105_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,105,25.966,44100,ElevenLabs,AI-generated
105_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,105,33.071,44100,ElevenLabs,AI-generated
105_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,105,31.556,44100,ElevenLabs,AI-generated
105_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,105,28.447,44100,ElevenLabs,AI-generated
105_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,105,35.004,44100,ElevenLabs,AI-generated
105_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,105,30.929,44100,ElevenLabs,AI-generated
105_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,105,29.466,44100,ElevenLabs,AI-generated
105_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,105,27.011,44100,ElevenLabs,AI-generated
105_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,105,40.986,44100,ElevenLabs,AI-generated
106_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,106,27.559,44100,ElevenLabs,AI-generated
106_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,106,21.708,44100,ElevenLabs,AI-generated
106_Abdullah-Al-Qarafi_Fake.wav,synthetic,Abdullah-Al-Qarafi,106,24.764,44100,ElevenLabs,AI-generated
106_AbdulRahman-Al-Sudais_Fake.wav,synthetic,AbdulRahman-Al-Sudais,106,20.924,44100,ElevenLabs,AI-generated
106_Abu-Bakr-Al-Shatri_Fake.wav,synthetic,Abu-Bakr-Al-Shatri,106,24.764,44100,ElevenLabs,AI-generated
106_Ahmad-Aliyu-Al-Huzaify_Fake.wav,synthetic,Ahmad-Aliyu-Al-Huzaify,106,25.078,44100,ElevenLabs,AI-generated
106_Ali-Al-Hudhaifi_Fake.wav,synthetic,Ali-Al-Hudhaifi,106,27.089,44100,ElevenLabs,AI-generated
106_Ali-Jabir_Fake.wav,synthetic,Ali-Jabir,106,25.626,44100,ElevenLabs,AI-generated
106_Maher-Al-Muaiqly_Fake.wav,synthetic,Maher-Al-Muaiqly,106,22.831,44100,ElevenLabs,AI-generated
106_Mishary-Al-Afasy_Fake.wav,synthetic,Mishary-Al-Afasy,106,29.388,44100,ElevenLabs,AI-generated
109_AbdulBasit-AbdulSamad_Fake.wav,synthetic,AbdulBasit-AbdulSamad,109,42.762,44100,ElevenLabs,AI-generated
109_Abdullah-Al-Johany_Fake.wav,synthetic,Abdullah-Al-Johany,109,21.002,44100,ElevenLabs,AI-generated
